design_id,sensor,level,direction,repeat,x_nominal,x_applied,T_C,y,y_ideal,p_radius_um,p_lam_nm,p_n_res,p_eta_mode,p_eta,p_q_factor,p_snr,p_n_pts,p_dndT,p_alpha
toroid_2,wgm_microtoroid,5,up,2,0.005,0.004998339309129174,25.01638992678617,170.08551980325876,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,3,0.005,0.004999458883266016,24.89308872052434,168.8565281740711,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,4,0.005,0.004999300324601116,24.92750259666093,169.20181431225322,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,5,0.005,0.005000383917774584,25.03979567063409,170.39147512335833,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,6,0.005,0.005002189636886802,24.970492530047952,169.740285030683,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,7,0.005,0.005000044135179428,25.02899574617363,170.26947550088866,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,8,0.005,0.005001837820191561,25.027117212740734,170.3093631158049,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,1,0.006,0.0059989051128357595,25.028893194780792,204.2263619202887,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,2,0.006,0.0059998148618969835,24.967821965692725,203.62963710332318,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,3,0.006,0.006000503223914212,24.963811171993765,203.6120843739715,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,4,0.006,0.005999322218419861,25.100529876118785,204.97744674198609,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,5,0.006,0.0059961526342672935,25.037831897700862,204.2241826066924,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,6,0.006,0.005999855434090994,25.09157199113689,204.90246298568047,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,7,0.006,0.006000450691574054,25.10647222656098,205.07124605579645,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,6,up,8,0.006,0.0060021689511892875,24.95909581666973,203.61822759745144,203.9654752042875,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,1,0.007,0.006998504760597965,24.97761010535189,237.6765994508555,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,2,0.007,0.007000252174611213,24.99177493678836,237.88170388735784,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,3,0.007,0.006999064907479873,24.975217696834644,237.67260882629375,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,4,0.007,0.007001237041502326,25.01939935670729,238.19965360715742,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,5,0.007,0.00700163815141936,25.000705670592097,238.0234686297564,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,6,0.007,0.007000617384730018,25.029064559930443,238.2779237148617,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,7,0.007,0.007000632336288632,24.933567584420096,237.2952901566798,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,7,up,8,0.007,0.0070001858933699,25.044388946420245,238.4200491377708,237.95972107166878,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,1,0.008,0.008002623966650536,25.02718128321571,272.32353862958666,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,2,0.008,0.008000088516657275,24.927499612307972,271.2112736357236,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,3,0.008,0.007997664939430112,25.015013825920914,272.03068757057923,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,4,0.008,0.008000016754806355,25.04985860200829,272.46451262561055,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,5,0.008,0.007996888107170589,25.023378764288093,272.09071918992026,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,6,0.008,0.008003579133115946,25.01305081370417,272.20841051273464,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,7,0.008,0.007996951043679418,25.04745483407305,272.3351709750679,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,8,up,8,0.008,0.008000957505409292,25.008045227444434,272.0702369310454,271.95396693905,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,1,0.009000000000000001,0.009003385911103048,25.009580738308124,306.16174092756927,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,2,0.009000000000000001,0.009001923356423183,24.9485195405591,305.48736190433766,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,3,0.009000000000000001,0.008998968700344796,24.965130069327238,305.55393858435485,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,4,0.009000000000000001,0.009001396119343998,24.926280479463966,305.23250003015954,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,5,0.009000000000000001,0.008999091581760559,24.92417208909269,305.1381852983153,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,6,0.009000000000000001,0.008999751961087729,24.952836779963928,305.456144196866,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,7,0.009000000000000001,0.009000179056986435,25.041279864764928,306.3774987420721,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,9,up,8,0.009000000000000001,0.0089953655635662,25.08330206737318,306.6479047703616,305.9482128064313,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,1,0.01,0.01000114511249522,24.97916764910081,339.7694380097878,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,2,0.01,0.009998273184864733,25.034944335158137,340.24129353161055,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,3,0.01,0.00999704633180487,25.047046555646347,340.3274012334706,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,4,0.01,0.009999557491669316,25.035657821021168,340.29749290569106,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,5,0.01,0.009999577878919459,25.052374314356484,340.46757198136635,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,6,0.01,0.009999294673572289,24.980537801498365,339.71683933264046,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,7,0.01,0.010001974493505603,25.036990317975665,340.3941322571215,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,10,up,8,0.01,0.01000345117757882,25.101224096792976,341.09697344362627,339.9424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,1,0.0,-1.365355973104636e-08,24.9946123746026,-0.05651527941776128,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,2,0.0,2.0922865846098056e-06,25.04993818276585,0.6043622554205432,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,3,0.0,1.483176842576966e-06,24.99890260568648,0.029527389297755873,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,4,0.0,1.4479130832999814e-06,25.024794003323212,0.3119336922703736,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,5,0.0,3.2375524466681534e-06,24.904461566791166,-0.9462072411771014,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,6,0.0,-2.411116285292658e-06,25.007353208293917,0.011345955420216203,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,7,0.0,-1.2539109421527468e-06,24.954652837437035,-0.5296637715848224,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,0,up,8,0.0,-2.6413264232102508e-06,25.08876946936231,0.8908350569904115,0.0,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,1,0.001,0.0009987890959812992,24.972703002215294,27.731957332750213,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,2,0.001,0.0009988113211649903,24.932457642906712,27.292238545194294,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,3,0.001,0.000999433249248792,24.992787894057553,27.969939569993723,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,4,0.001,0.0009985431645456332,24.98761692453663,27.885741708594846,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,5,0.001,0.001001532655571891,25.009572791526903,28.210376594195022,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,6,0.001,0.0009968078273324091,24.973311285203753,27.683537566492994,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,7,0.001,0.0010016471242572315,25.004687808965173,28.157746101779612,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,1,up,8,0.001,0.000998748867059483,25.090984591906455,29.01054429976304,28.061631683782426,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,1,0.002,0.0019993046927534903,25.053952297210206,56.686129896130815,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,2,0.002,0.002001102910847599,25.058273142031364,56.785431409085284,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,3,0.002,0.001999239779186933,25.05483982238882,56.699284628592636,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,4,0.002,0.0020008779386297662,25.112726953028556,57.37499214773735,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,5,0.002,0.00200195908074332,25.00929304523205,56.27504159377687,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,6,0.002,0.001998911773169872,25.000104204142563,56.08865053870823,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,7,0.002,0.0020024627035050827,25.03015536525951,56.51940370995161,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,2,up,8,0.002,0.002003243608923376,24.954590244067806,55.7199820852377,56.12326336756485,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,1,0.003,0.0029999015983339992,25.033233155139197,84.54515854345522,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,2,0.003,0.003001342724893274,25.036312172795604,84.6132483462686,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,3,0.003,0.0030024576683564384,25.0296370995552,84.57937675017907,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,4,0.003,0.0030004617928598154,25.039208685448813,84.62299239804716,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,5,0.003,0.0030012253694072077,25.040491401499832,84.65893855432897,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,6,0.003,0.002997809596614385,24.912390731803118,83.17152953446117,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,7,0.003,0.002997647383971073,24.963291711552472,83.7217867389545,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,3,up,8,0.003,0.0030004724766689913,25.022757987115316,84.44165898720199,84.18489505134728,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,1,0.004,0.004001979825153949,24.983599356920084,112.12279669695465,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,2,0.004,0.004000154586935443,24.99266188162388,112.1724888414984,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,3,0.004,0.003998458373010157,25.00241904462936,112.22520880438361,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,4,0.004,0.003999449453716945,25.05103183326761,112.78971455407276,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,5,0.004,0.003995628323302803,24.998755211004248,112.1121380681956,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,6,0.004,0.003998704762950796,24.98700160320471,112.07252241778166,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,7,0.004,0.004000363819302043,25.02693226113624,112.54943210844885,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,4,up,8,0.004,0.0039985818990495615,25.103830853025535,113.33289741917694,112.2465267351297,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,1,0.005,0.005001772197824253,24.97357188632041,140.07211717094046,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,2,0.005,0.005001507067016316,24.994461786907554,140.29204752680613,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,3,0.005,0.004998265922204701,24.91674713764233,139.35492134543804,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,4,0.005,0.004997054129784108,24.9555456485531,139.7410230032878,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,5,0.005,0.005000898264227578,25.08221813504528,141.22824378416593,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,6,0.005,0.004999657216011829,24.993431128871496,140.2281651855975,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,7,0.005,0.005005224331780438,24.969580571113326,140.1221002512882,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,5,up,8,0.005,0.004998771507095148,24.936405100406304,139.58387985324177,140.30815841891214,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,1,0.006,0.0059957692874997096,25.011226461076465,168.37206900037788,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,2,0.006,0.005997421948613515,25.041411908253338,168.74527232550034,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,3,0.006,0.005999392165610136,25.020222357129672,168.5698323607458,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,4,0.006,0.005999783001817883,24.942880806463698,167.74287042827993,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,5,0.006,0.005997671449173201,24.989871827819336,168.19518626806507,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,6,0.006,0.006000657443946238,25.06456638633935,169.09118352681688,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,7,0.006,0.006002111211464421,24.943125729049473,167.80658881650257,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,6,up,8,0.006,0.006000902098895308,25.003114843653794,168.4281765579103,168.36979010269457,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,1,0.007,0.007000691438789444,24.96434307081681,196.06296965767945,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,2,0.007,0.007001893615418032,24.880926273287546,195.1908896951617,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,3,0.007,0.007001345016241523,24.91595553603483,195.55452457109044,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,4,0.007,0.007001663239962372,25.104445924146017,197.61360179364075,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,5,0.007,0.007002194273497511,24.944135228364907,195.8890302321085,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,6,0.007,0.007001647843722172,24.887894823902812,195.26084114281338,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,7,0.007,0.0069983695931833045,24.970757506459044,196.06745076726986,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,7,up,8,0.007,0.007000116081590125,25.07601458641246,197.26372166683157,196.431421786477,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,1,0.008,0.008002148933726073,24.916210208367733,223.64008557925678,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,2,0.008,0.00799956166795685,24.936729900996056,223.79195184964388,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,3,0.008,0.008000539966823882,25.07627117328902,225.33784744753126,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,4,0.008,0.00800050824893935,24.94299683020309,223.8877844529555,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,5,0.008,0.007998663407591552,25.02147773713127,224.68901492613298,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,6,0.008,0.00800230175872471,24.98164269584569,224.35716235643275,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,7,0.008,0.007999665896695552,25.025566387694173,224.76342548181015,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,8,up,8,0.008,0.007998761061328036,25.030114858740728,224.78939579018817,224.4930534702594,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,1,0.009000000000000001,0.009001081009943736,24.955668618088485,252.10534574806246,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,2,0.009000000000000001,0.008998519720920596,24.98555256868111,252.35885616530257,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,3,0.009000000000000001,0.009000791897380817,24.97154248167619,252.26904940886627,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,4,0.009000000000000001,0.009000122208305525,25.07999158105662,253.42721462635953,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,5,0.009000000000000001,0.00900092325732048,25.015198723797766,252.7455051859216,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,6,0.009000000000000001,0.009003689686089146,24.971404101510746,252.34632438069994,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,7,0.009000000000000001,0.008999572093364465,25.096473455283682,253.59389612754225,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,9,up,8,0.009000000000000001,0.008999976996066208,24.933592976519257,251.82549437876065,252.55468515404183,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,10,up,1,0.01,0.009998977515461726,25.003469011172836,280.62953435454375,280.6163168378243,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,10,up,2,0.01,0.010000303888418237,24.903293670586994,279.5751934367991,280.6163168378243,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_3,wgm_microtoroid,10,up,3,0.01,0.00999883766923975,24.990190430298888,280.4746525103601,280.6163168378243,40.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
